order_dow,order_hour_of_day,air_fresheners_candles,asian_foods,baby_accessories,baby_bath_body_care,baby_food_formula,bakery_desserts,baking_ingredients,baking_supplies_decor,beauty,beers_coolers,body_lotions_soap,bread,breakfast_bakery,breakfast_bars_pastries,bulk_dried_fruits_vegetables,bulk_grains_rice_dried_goods,buns_rolls,butter,candy_chocolate,canned_fruit_applesauce,canned_jarred_vegetables,canned_meals_beans,canned_meat_seafood,cat_food_care,cereal,chips_pretzels,cleaning_products,cocoa_drink_mixes,coffee,cold_flu_allergy,condiments,cookies_cakes,crackers,cream,deodorants,diapers_wipes,digestion,dish_detergents,dog_food_care,doughs_gelatins_bake_mixes,dry_pasta,eggs,energy_granola_bars,energy_sports_drinks,eye_ear_care,facial_care,feminine_care,first_aid,food_storage,fresh_dips_tapenades,fresh_fruits,fresh_herbs,fresh_pasta,fresh_vegetables,frozen_appetizers_sides,frozen_breads_doughs,frozen_breakfast,frozen_dessert,frozen_juice,frozen_meals,frozen_meat_seafood,frozen_pizza,frozen_produce,frozen_vegan_vegetarian,fruit_vegetable_snacks,grains_rice_dried_goods,granola,hair_care,honeys_syrups_nectars,hot_cereal_pancake_mixes,hot_dogs_bacon_sausage,ice_cream_ice,ice_cream_toppings,indian_foods,instant_foods,juice_nectars,kitchen_supplies,kosher_foods,latino_foods,laundry,lunch_meat,marinades_meat_preparation,meat_counter,milk,mint_gum,missing,more_household,muscles_joints_pain_relief,nuts_seeds_dried_fruit,oils_vinegars,oral_hygiene,other,other_creams_cheeses,packaged_cheese,packaged_meat,packaged_poultry,packaged_produce,packaged_seafood,packaged_vegetables_fruits,paper_goods,pasta_sauce,pickled_goods_olives,plates_bowls_cups_flatware,popcorn_jerky,poultry_counter,prepared_meals,prepared_soups_salads,preserved_dips_spreads,protein_meal_replacements,red_wines,refrigerated,refrigerated_pudding_desserts,salad_dressing_toppings,seafood_counter,shave_needs,skin_care,soap,soft_drinks,soup_broth_bouillon,soy_lactosefree,specialty_cheeses,specialty_wines_champagnes,spices_seasonings,spirits,spreads,tea,tofu_meat_alternatives,tortillas_flat_bread,trail_mix_snack_mix,trash_bags_liners,vitamins_supplements,water_seltzer_sparkling_water,white_wines,yogurt
0,11,4,28,4,0,40,0,28,0,4,0,8,64,36,12,0,0,28,36,20,12,24,36,4,4,64,64,28,4,24,0,64,8,68,52,12,0,0,28,8,24,48,88,72,20,0,0,4,0,12,80,576,60,12,596,48,4,40,0,0,64,12,20,84,44,24,12,8,20,12,36,52,52,4,8,36,44,0,0,16,12,48,12,4,104,4,12,8,8,32,40,12,8,48,128,0,20,28,0,312,52,44,28,8,28,12,12,12,8,8,0,64,4,8,0,0,4,28,24,32,80,8,0,24,4,44,20,40,24,0,4,4,92,0,216
0,12,0,20,4,0,80,4,68,8,0,0,4,52,12,0,0,4,20,64,20,0,44,48,4,8,24,96,12,0,52,4,32,44,60,44,8,0,4,8,4,8,80,84,76,20,4,0,0,0,4,36,560,44,8,536,12,4,20,0,4,104,4,48,88,28,16,8,4,8,12,16,40,80,0,4,32,48,0,4,28,24,60,8,12,96,0,44,0,0,24,12,4,4,40,124,4,12,8,0,320,36,40,24,0,12,24,24,4,20,0,4,64,4,32,4,4,4,0,36,52,108,12,0,28,4,44,20,24,44,4,20,4,72,0,156
0,13,16,4,0,0,40,0,36,8,0,4,16,76,32,12,4,0,8,24,16,12,40,64,12,0,48,88,24,4,40,0,44,20,44,40,4,12,4,8,0,16,36,56,36,8,4,0,4,4,12,48,436,68,12,548,60,0,28,4,0,36,0,40,116,36,8,16,8,0,8,12,32,72,0,4,48,36,0,0,4,16,76,12,16,88,4,12,0,0,20,28,12,4,48,180,4,12,60,4,236,60,48,8,4,12,24,24,4,44,8,0,64,8,32,4,0,0,0,44,56,60,8,0,28,0,32,16,12,36,4,4,0,40,0,228
0,14,0,44,4,0,8,0,36,4,0,0,0,56,24,16,0,8,20,12,28,12,40,36,4,0,100,96,16,4,32,0,36,24,56,36,4,0,4,12,0,4,32,56,56,16,0,0,0,0,4,32,536,32,4,624,32,0,32,0,0,40,16,12,64,12,44,16,12,8,0,16,48,88,0,16,28,44,0,0,16,4,52,12,8,128,0,44,4,0,40,24,4,12,68,108,4,20,36,0,340,48,28,4,4,16,20,32,12,8,8,0,52,4,20,16,4,0,12,36,40,48,28,0,16,4,56,24,12,32,0,4,0,56,0,212
0,15,0,36,0,0,12,8,48,4,0,0,0,52,52,8,0,0,40,24,20,8,20,20,12,0,80,84,0,4,24,0,44,20,52,44,0,4,4,16,4,8,36,44,72,8,0,0,4,0,8,20,404,72,8,560,32,16,24,0,0,44,8,32,80,32,16,8,16,4,12,8,44,56,12,0,44,52,8,0,4,8,52,16,20,80,0,20,0,0,40,28,4,4,36,132,4,20,44,4,260,36,36,24,0,16,24,8,0,4,4,0,56,4,28,12,0,8,0,12,72,64,4,0,24,4,52,24,28,16,0,0,0,72,0,136
0,16,12,36,0,0,32,4,20,0,4,0,20,56,40,12,4,4,28,44,32,16,48,28,24,12,44,132,28,4,20,0,68,16,96,32,8,4,4,8,12,12,56,48,48,20,4,4,0,0,4,48,608,52,4,644,8,4,16,4,0,24,0,16,56,12,28,8,12,0,8,28,32,92,4,0,20,40,0,4,12,8,68,20,12,124,0,36,0,0,36,28,0,12,44,136,4,16,28,0,280,64,48,24,8,36,32,28,20,24,4,0,64,12,4,0,8,8,8,56,40,80,24,0,40,0,8,36,24,12,4,12,4,56,0,172
0,17,0,20,4,0,32,0,8,0,0,4,8,68,32,0,0,0,8,20,8,16,24,32,8,12,24,20,28,4,8,0,12,20,28,28,0,4,8,12,4,4,24,52,52,12,4,0,0,0,4,32,420,44,8,444,28,4,60,4,0,48,4,32,40,28,4,16,12,0,4,4,44,80,4,0,60,44,0,4,8,16,48,12,12,88,4,28,0,4,20,16,24,8,32,88,8,12,16,0,224,28,40,20,0,28,20,12,16,4,4,0,60,12,8,8,0,0,0,40,44,52,8,0,32,0,32,48,0,4,4,0,4,88,0,140
0,18,0,16,0,0,12,4,28,0,0,0,12,28,20,0,0,0,4,20,16,16,16,12,0,4,24,32,16,4,20,0,40,12,52,8,4,0,12,4,4,4,24,44,16,8,0,0,4,0,4,36,232,28,0,252,20,4,4,4,0,84,8,24,32,4,8,4,8,4,0,4,16,52,0,4,16,20,0,0,8,12,28,0,4,28,0,16,0,4,20,12,16,0,24,40,0,24,24,0,160,36,24,8,0,8,8,24,0,4,0,0,32,4,4,0,0,0,0,8,8,60,8,0,4,0,24,16,4,28,0,0,0,48,4,80
0,19,0,8,0,0,8,0,16,0,0,0,8,48,20,8,0,0,12,12,8,0,4,8,4,0,16,16,16,0,4,0,4,16,32,16,4,0,4,0,4,8,12,24,32,8,4,0,0,0,4,24,168,24,0,192,8,4,16,0,4,28,0,16,20,0,24,4,0,8,8,4,12,36,0,4,16,20,0,0,4,4,12,8,8,48,0,4,0,0,8,12,4,0,12,68,0,12,12,0,96,16,24,4,4,0,4,4,0,8,4,0,20,0,4,0,8,0,0,32,20,16,0,0,12,8,4,12,4,8,0,4,4,28,0,84
0,20,0,4,0,0,56,0,12,4,0,0,0,16,8,0,0,4,16,8,0,4,8,8,0,0,8,12,0,0,4,0,4,8,4,4,0,0,0,0,4,8,12,32,20,0,0,0,0,0,0,20,112,8,0,152,0,0,8,4,0,8,8,0,12,0,0,8,4,0,0,8,8,16,4,0,0,12,0,0,4,4,24,4,0,24,0,4,0,0,0,0,0,0,8,32,8,12,8,0,68,4,8,0,0,12,8,0,0,0,4,0,16,0,0,0,0,0,0,4,12,40,0,0,12,0,12,0,8,12,0,0,0,12,0,52
0,21,0,4,0,0,0,0,0,0,4,0,0,8,8,16,0,0,4,0,8,12,4,12,0,0,16,20,0,0,0,0,4,8,4,16,0,0,0,4,0,0,8,12,16,0,0,0,0,0,0,8,128,8,0,172,4,0,12,0,0,12,0,0,44,0,12,0,0,0,0,0,4,28,0,0,20,8,4,0,0,0,4,4,8,16,0,0,0,0,0,4,0,0,8,32,0,4,4,4,48,0,4,8,0,4,12,0,0,0,0,0,0,8,4,0,0,4,8,4,4,28,0,0,8,0,0,4,0,4,4,4,4,44,0,48
0,22,0,8,0,0,32,0,4,0,0,0,0,20,12,0,4,8,12,4,8,0,12,4,4,0,24,20,0,0,12,0,8,8,4,0,0,0,0,4,0,0,4,8,4,0,0,0,4,0,0,20,148,4,0,104,4,0,8,0,0,8,0,0,8,0,4,0,0,0,4,0,4,16,0,0,4,12,4,0,0,4,8,0,0,32,0,0,0,0,4,8,16,0,8,8,0,0,20,0,16,12,0,0,0,0,0,0,4,0,0,0,24,0,0,0,4,0,0,4,8,12,0,0,4,0,8,0,4,8,0,0,0,8,0,52
0,23,8,4,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,8,8,0,8,0,0,4,16,12,0,0,0,0,12,12,8,0,0,0,0,0,0,4,0,16,8,0,0,0,0,0,0,72,0,0,52,0,0,4,0,4,8,0,0,4,0,8,0,0,0,0,0,4,8,0,0,8,8,0,0,0,0,8,4,8,16,0,12,0,4,4,0,0,0,4,16,0,0,0,0,40,8,0,0,4,4,4,0,4,12,0,0,4,0,0,0,0,0,0,4,12,8,0,0,0,0,4,0,0,0,0,4,0,20,0,16
1,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,40,4,0,52,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,4,0,24,4,0,8,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,4,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,4,4,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,28,0,0,32,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,4,0,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,4,0,0,0,8,0,16,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,12,0,8,0,0,0,0,0,0
1,7,4,8,0,0,8,0,0,0,0,0,8,36,12,8,0,0,8,8,8,12,8,0,4,4,24,24,4,0,4,0,0,0,0,4,0,0,0,4,0,4,16,16,28,0,0,0,0,4,4,12,128,12,8,136,24,0,16,4,0,40,4,12,20,8,4,4,0,0,4,4,8,8,0,0,8,12,0,0,20,8,12,0,4,28,0,8,0,0,4,4,0,0,0,44,0,4,4,0,44,4,12,0,0,4,4,8,4,4,4,0,8,0,8,0,0,0,4,8,36,28,0,0,0,0,16,8,0,0,0,0,4,8,0,40
1,8,0,8,8,0,0,0,12,0,0,0,0,48,24,4,0,0,0,8,28,0,16,16,0,84,44,40,20,0,28,0,4,12,20,32,4,0,0,4,8,4,16,24,12,12,0,0,0,0,4,16,340,12,0,172,28,0,8,0,0,12,0,4,48,0,4,8,4,0,4,20,4,4,0,0,4,8,0,0,0,12,12,0,4,56,0,8,0,4,24,24,4,0,8,52,0,0,44,0,108,20,4,4,4,4,0,0,4,0,0,0,48,0,8,0,0,0,0,20,16,56,0,0,0,0,4,12,4,8,0,0,8,88,0,64
1,9,4,24,0,0,28,0,8,0,4,0,4,32,16,4,0,0,8,8,4,4,4,12,8,4,88,60,4,0,36,0,16,24,20,16,0,0,0,4,12,0,8,44,40,8,0,0,0,0,4,24,264,16,0,228,20,0,44,0,0,20,8,16,12,20,20,4,16,4,8,12,24,28,0,0,32,28,0,0,12,8,36,0,8,80,4,12,0,0,36,16,0,8,8,60,4,12,36,0,148,28,12,4,4,32,12,4,0,12,0,0,52,16,8,4,0,0,4,44,32,72,0,0,16,4,24,52,16,8,0,0,0,96,0,104
1,10,4,20,0,0,28,0,4,0,0,4,8,44,24,4,4,0,4,32,32,0,12,8,4,0,16,44,12,0,8,0,32,32,28,44,8,4,4,4,4,4,12,24,60,36,0,8,0,0,4,32,200,16,4,196,0,0,8,4,0,48,0,20,32,0,28,4,16,0,16,28,8,4,0,0,4,24,8,8,0,20,32,0,0,44,4,0,0,0,40,8,0,0,20,56,0,8,16,0,120,32,12,12,0,16,12,4,4,8,4,0,36,0,4,0,0,0,4,40,28,32,8,0,0,0,48,24,24,16,8,4,0,116,0,96
1,11,0,12,0,0,0,4,36,0,0,0,0,64,12,4,4,0,4,0,20,4,12,20,12,0,12,28,0,0,16,0,4,24,24,20,4,0,4,12,4,0,16,36,20,4,0,0,0,0,4,16,320,24,0,200,8,0,12,8,4,4,4,20,24,0,8,8,8,8,0,8,16,24,8,0,8,8,0,0,8,4,28,4,0,60,4,8,4,4,16,8,8,4,12,56,0,8,36,0,120,20,12,4,0,12,16,0,0,12,0,0,52,4,16,0,0,0,4,44,24,32,0,0,4,4,24,16,4,8,8,0,8,68,0,64
1,12,4,24,0,0,24,4,12,0,0,0,8,32,8,0,0,0,0,4,0,4,16,8,0,12,8,12,4,4,20,0,4,12,20,8,0,0,4,0,0,0,12,28,28,4,0,4,0,0,4,12,176,40,0,168,20,4,8,0,0,40,0,0,28,12,0,16,4,8,0,12,16,12,0,0,16,20,0,0,0,0,12,8,4,36,0,12,0,0,8,20,0,0,4,48,0,16,12,0,132,8,16,12,0,16,4,4,0,8,4,0,24,0,4,0,0,4,0,20,32,28,12,0,8,0,20,0,4,12,0,8,4,60,0,68
1,13,0,8,0,0,20,0,8,8,0,0,4,32,32,8,0,0,0,24,8,12,56,40,4,4,32,44,28,0,24,4,8,16,20,12,0,0,8,12,12,16,20,20,8,0,0,0,0,4,16,8,228,24,4,324,12,8,20,4,0,4,0,0,24,0,24,16,0,4,4,0,8,28,0,0,28,32,0,8,0,8,12,4,8,48,0,4,0,0,20,8,0,4,20,48,4,12,24,0,144,32,0,4,0,8,8,20,8,4,0,4,16,0,0,4,0,0,0,20,28,20,12,0,28,0,16,12,4,8,0,4,4,60,0,68
1,14,4,16,0,0,32,4,56,0,4,0,0,40,20,8,0,0,4,40,12,12,28,20,0,0,36,44,4,4,16,0,4,12,24,28,0,8,4,0,0,8,12,24,64,4,0,0,0,0,4,24,388,52,0,260,24,0,12,4,0,12,4,32,32,0,24,24,8,0,0,16,16,32,0,0,8,28,0,0,4,0,24,16,4,56,0,20,0,0,28,20,4,8,32,84,0,12,24,0,176,4,16,8,0,28,4,4,0,20,0,0,44,8,0,8,0,0,0,16,24,64,4,0,4,0,32,4,12,0,4,0,8,104,0,80
1,15,0,4,0,4,12,0,32,0,0,4,0,20,20,0,0,4,8,8,28,0,24,20,4,16,24,64,4,8,8,4,8,12,32,40,4,0,4,16,4,8,8,36,52,4,0,0,0,0,8,16,272,20,0,268,20,4,12,0,0,36,4,16,36,4,12,4,12,0,16,4,24,20,0,4,16,44,0,0,4,12,20,12,4,52,0,8,0,0,28,16,8,0,12,88,4,8,28,0,152,20,16,12,4,4,20,0,20,8,0,0,56,0,8,0,0,0,4,32,24,60,12,4,4,12,36,24,0,20,0,0,0,76,0,76
1,16,0,20,0,0,12,0,28,0,0,0,0,48,20,0,0,0,12,8,12,0,24,32,4,0,32,96,4,0,12,24,8,32,72,12,0,4,0,0,4,8,16,40,56,8,0,0,8,0,4,24,212,16,0,264,20,0,36,0,0,0,4,20,48,12,20,16,0,0,4,20,24,28,0,0,24,16,4,0,8,12,48,4,12,36,0,0,4,4,36,16,0,0,12,60,4,8,12,0,132,20,36,8,0,16,16,4,4,0,0,0,28,0,8,4,4,0,12,16,28,64,4,0,20,0,28,8,20,12,16,8,12,32,0,104
1,17,0,4,0,0,4,0,16,0,0,0,0,24,20,8,0,0,8,4,12,8,4,28,16,0,16,60,0,0,20,0,24,8,28,28,0,0,0,4,0,0,16,28,32,0,0,0,0,0,0,20,228,28,4,224,12,0,20,4,0,16,4,20,52,12,28,4,8,0,0,4,16,60,0,0,8,32,0,0,0,0,40,12,12,76,0,16,0,0,28,12,0,8,12,72,0,12,20,0,132,12,24,4,0,16,0,12,0,8,0,0,36,4,16,4,0,0,0,16,40,60,4,0,0,0,36,8,8,24,4,8,4,48,0,104
1,18,0,4,0,0,0,8,36,0,0,0,0,28,8,0,0,8,16,8,8,0,36,40,0,8,28,40,4,0,24,0,32,4,24,12,0,0,0,4,0,4,28,24,12,12,4,0,0,0,0,20,196,20,4,288,16,0,12,4,0,24,0,28,40,24,0,28,0,8,8,20,24,12,0,16,12,20,0,0,4,4,40,4,0,48,4,16,0,0,16,16,0,4,12,36,4,12,16,4,108,8,16,20,0,4,0,12,0,8,0,4,12,0,8,4,0,0,8,20,36,40,0,0,60,0,28,8,12,16,0,8,0,28,0,92
1,19,0,0,0,0,0,4,12,0,0,0,4,40,8,0,0,0,0,12,0,0,12,12,0,0,28,24,0,0,12,0,16,0,8,8,0,0,4,4,0,0,8,20,24,4,4,4,0,0,8,24,112,8,0,136,8,0,12,0,0,20,8,16,12,4,4,8,8,4,0,4,20,16,0,0,4,12,8,4,0,0,16,0,0,36,0,0,0,0,4,4,0,0,24,48,0,12,0,0,80,8,12,16,0,0,0,0,0,8,4,8,12,0,20,0,0,0,0,12,12,40,4,0,8,0,4,20,4,4,0,0,0,60,0,28
1,20,0,0,0,0,0,0,0,0,0,0,0,20,8,4,0,0,4,4,8,8,4,4,0,0,4,44,4,0,12,4,0,8,48,12,0,0,0,0,0,0,8,8,16,4,0,4,0,0,0,8,124,4,0,68,8,0,12,0,0,16,0,4,36,0,16,0,8,0,0,0,8,68,0,0,8,4,0,4,0,0,16,0,0,52,0,16,0,4,4,0,0,0,12,36,0,0,8,4,80,4,0,4,0,20,4,0,4,4,0,0,12,0,4,0,0,0,0,16,8,20,4,0,4,0,8,8,4,0,0,0,0,36,4,36
1,21,0,8,0,0,40,0,0,0,0,0,0,12,4,0,0,4,0,12,8,4,16,32,4,0,20,16,8,0,0,4,0,0,12,4,0,8,0,0,0,0,8,4,4,0,0,0,0,0,0,12,108,8,0,128,4,0,4,0,0,40,4,12,20,12,12,16,4,4,0,4,4,8,4,0,0,32,0,0,0,0,8,0,0,32,0,4,0,0,8,4,0,0,4,44,0,0,8,0,44,8,0,4,0,0,4,0,0,0,0,0,44,16,0,0,0,0,0,8,20,36,0,0,12,0,12,0,8,8,0,0,0,20,0,28
